ITEMID;CATEGORY1;CATEGORY1_ID;CATEGORY2;CATEGORY2_ID;CATEGORY3;CATEGORY3_ID;CATEGORY4;CATEGORY4_ID;BRAND;ITEMCODE;ITEMNAME
5453;Cosmetics;141829166;Shower-Bath;22-6511210154;Body Shampoos;66-2725325;Shower Gel;141-651019331;PALM;6097;PALM SHOWER GEL 250 ML SPORT CANL.2IN1*12*
5454;Cosmetics;141829166;Shower-Bath;22-6511210154;Bar Soaps;66-1412412;Hand & Face;137-241662499;PALM;6098;PALM SAB. 150 GR. MASSAGE*72*
5455;Cosmetics;141829166;Oral Care Products;22-23702943;Toothpastes;65-512125;Pastes;134-61382723;COLGATE;6099;COLGATE D.MAC.100 ML MAX. ANTI ROT 1+1*72*
5456;Cosmetics;141829166;Shower-Bath;22-6511210154;Body Shampoos;66-2725325;Shower Gel;141-651019331;PALM;6100;PRT. PALM SHOWER GEL 500 ML AK.DE. PLANT YES.
5457;Cosmetics;141829166;Shower-Bath;22-6511210154;Liquid-Gel Soaps;66-22122712;Liquid;43-1011172929;HSAKIR;6101;HSAKIR S.EL SAB.500 ML WALNUT *12*
5458;Cosmetics;141829166;Shower-Bath;22-6511210154;Body Shampoos;66-2725325;Shower Gel;141-651019331;HSAKIR;6102;HSAKIR DUS SHOWER AHU. 500 GR *18*
5459;Detergent;5624621;Laundry Washing;14-38236123;Powder Detergents;30-24182999;Normal;48-27752331;ABC;6103;ABC POWDER 600 GR POS. LAVENDER *20*
5460;Cigarettes;22128121;Cigarettes;29-101297023;Cigarettes;82-221281;Foreign Cigarettes;171-992716670;MARLBORO;6104;CIGARETTE MARLBORO TOUCH BLUE SHORT
5461;Cold Beverages;221882514;Non-Carbonated Drink;13-702343101;Water;27-22259999;Plain;80-101652423;HAYAT;6105;HAYAT SU 6X330 ML BABY WATER
5462;Cigarettes;22128121;Cigarettes;29-101297023;Cigarettes;82-221281;Foreign Cigarettes;171-992716670;CAMEL;6109;CIGARETTE CAMEL DEEP BLUE 100 MM *10*
5463;Baby;262614;Textile-Clothing-Accessories;12-972460101;Laundry;26-31161;Children’s Underwear;39-386023101;BERRAK;6110;BERRAK 1501 CHILD ATHLETE 5
5464;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;6111;107 TRIPLE MINI STORAGE CONTAINER
5465;Cleaning;246161229;Fragrances;15-609060112;Air Fresheners;88-185199;Air Fresheners;193-60239031;CARPEX;6112;CARPEX PART. COLOGNE FRESH GREEN
5466;Cleaning;246161229;Fragrances;15-609060112;Air Fresheners;88-185199;Spray Perfumes;193-1019923112;CARPEX;6113;CARPEX AIR FRESHENER 400 ML FLORA
5467;Baby;262614;Baby Supplies;12-424424;Baby Care;22-2626;Breast Protector;32-701019099;FRESH N SOFT;6114;FRESHN SOFT BREAST PAD 30 LBS*30*
5468;Paper;14181224;Wet Wipes-Towels;19-291013123;Wet Towel;49-1222151;White;105-4994323;HUGGIES;6117;HUGGIES ISL. HAVING. SPACIOUS 3PC+8*
5469;Baby;262614;Baby Supplies;12-424424;Baby Diapers;22-318325;Standard Package;34-101659723;HUGGIES;6118;HUGGIES JUMBO NEWBORN 50LI *2*
5470;Baby;262614;Baby Supplies;12-424424;Baby Diapers;22-318325;Standard Package;34-101659723;HUGGIES;6119;HUGGIES MIDI MEN'S 50LI *2*
5471;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;6120;TURKISH SPEAKING RIFLE WITH BAG
5472;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Yogurt;59-2818825;Plain;80-101652423;SEK;6122;SEK YOGURT 2250 GR *1*
5473;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Milk;59-22252499;Fruity;122-61992429;SEK;6123;SEK MILK 1/5 COTTON SEK. FLAVORED *27*
5474;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;Special Cheeses;121-90432431;SEK;6124;SEK CHEESE 150 GR DILL *6*
5475;Breakfast Products;14110271;Eggs-Olives;20-9911261112;Egg;62-28251625;Normal;48-27752331;BEYPILIC;6125;BEYPILIÇ WHITE EGG 30 PCS ( S )
5476;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;6131;FLASH DASH VERSATILE PEN
5477;Paper;14181224;Wet Wipes-Towels;19-291013123;Wet Towel;49-1222151;White;105-4994323;UNI;6133;UNI WIPES Y.DOG. BABY MEND.3X40 LI*12*
5478;Breakfast Products;14110271;Traditional;20-70243124;Halva-Tahini-Molasses;56-1061527;Tahini;116-97562729;TIMUR;6138;TIMUR TAHINI 700 GR PET *12*
5479;Baby;262614;Underwear;12-293816670;Socks;25-318211;Children’s Socks;38-38386038;FIRST;6140;FIRST CHILDHOOD. SOCKS 11-12
5480;Baby;262614;Underwear;12-293816670;Socks;25-318211;Children’s Socks;38-38386038;FIRST;6142;FIRST CHILDREN'S BOOTIES 11-12 YEARS
5481;Cold Beverages;221882514;Non-Carbonated Drink;13-702343101;Powder Drink;27-24182999;Powder;43-97434390;NAZO;6143;NAZO POWDER DRINK 9X2 GR PEACH *12*
5482;Cold Beverages;221882514;Non-Carbonated Drink;13-702343101;Powder Drink;27-24182999;Powder;43-97434390;NAZO;6144;NAZO POWDER DRINK 9X2 GR CHERRY *12*
5483;Food;8125199;Pastry-Sweets;18-1122731112;Bread;47-614166;Light/Form Bread;99-319790166;UNTAD;6152;UNTAD LIGHT LIGHT BREAD 500 GR
5484;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Yogurt;59-2818825;Plain;80-101652423;DANONE;6155;DANONE NATURAL YOGURT 1100 GR
5485;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Milk Desserts;84-22252415;Fruity;122-61992429;DANONE;6156;DANONE DANETTE BIT. EX.4X110 GR
5486;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Milk;59-22252499;Fruity;122-61992429;DANONE;6157;DANETTE UHT MILK 180 ML CARAMEL *27*
5487;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Kitchenware;73-43382329;PASA BAHCE;6161;P.BA 10342 INVITATION SET 9 PCS
5488;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Kitchenware;73-43382329;PASA BAHCE;6162;P.BA 96150 MARMARA TEA SET 18 PRC
5489;Cold Beverages;221882514;Carbonated Drink;30-70234331;Cola-Soda;83-318151;Plain Soda;172-1016516623;ULUDAG;6164;ULUDAG GAZOZ LEGEND 200 ML POR.*24*
5490;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;Kashar Cheeses;121-60752429;KARLIDAG;6165;KARLIDAĞ CHEDDAR 800 GR BUFFET
5491;Cigarettes;22128121;Cigarettes;29-101297023;Cigarettes;82-221281;Foreign Cigarettes;171-992716670;CAMEL;6166;CIGARETTE CAMEL YELLOW
5492;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Sauce Boat;73-10110111260;LUX;6167;LUX L-217 LIMONEX LIMONEX ORANGERY *96*
5493;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;6168;TOY ROCKING HORSE
5494;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;6170;BABY ECE DOLL
5495;Cosmetics;141829166;Shower-Bath;22-6511210154;Bar Soaps;66-1412412;Hand & Face;137-241662499;PALM;6172;S PALM S.SAB.300 GR SPA *12*
5496;Cosmetics;141829166;Shower-Bath;22-6511210154;Shampoos;66-2211620;Hair Conditioners;32-101606175;HSAKIR;6173;HSAKIR CONDITIONER 450 ML YU. HONEY EXTRACT*12*
5497;Cosmetics;141829166;Shower-Bath;22-6511210154;Liquid-Gel Soaps;66-22122712;Liquid;43-1011172929;HSAKIR;6174;HSAKIR LIQUID SOAP H.WALNUT 1.5 LT *6*
5498;Cosmetics;141829166;Shower-Bath;22-6511210154;Bar Soaps;66-1412412;Hand & Face;137-241662499;PROTEX;6175;PROTEX 4X75 GR ULTRA ECO *9*
5499;Cosmetics;141829166;Oral Care Products;22-23702943;Toothpastes;65-512125;Pastes;134-61382723;COLGATE;6176;COLGATE D.MAC.100 ML TOTAL FIR. HED.*48*
5500;Cosmetics;141829166;Shower-Bath;22-6511210154;Bar Soaps;66-1412412;Hand & Face;137-241662499;HSAKIR;6177;HSAKIR FALL.4X100 GR ELEGANT 2. % 40 *12*
5501;Cosmetics;141829166;Shower-Bath;22-6511210154;Liquid-Gel Soaps;66-22122712;Liquid;43-1011172929;PROTEX;6178;PROTEX 700 ML LIQUID PRO HYGIENE *12*
5502;Cosmetics;141829166;Oral Care Products;22-23702943;Toothpastes;65-512125;Pastes;134-61382723;COLGATE;6179;COLGATE D.MAC B.SPDRM.FR. HED.*12*
5503;Cosmetics;141829166;Shower-Bath;22-6511210154;Bar Soaps;66-1412412;Hand & Face;137-241662499;PROTEX;6180;PROTEX 75 GR PRO CARE*36*
5504;Cosmetics;141829166;Oral Care Products;22-23702943;Toothbrushes-Floss;65-512123;Brushes;133-100752323;COLGATE;6181;COLGATE D.FIR. TWISTER 2+1 FAMILY PAK. *12*
5505;Cosmetics;141829166;Shower-Bath;22-6511210154;Bar Soaps;66-1412412;Hand & Face;137-241662499;HSAKIR;6182;HSAKIR WHITE 600 GR JASMINE & MUSK *15*
5506;Cosmetics;141829166;Shower-Bath;22-6511210154;Body Shampoos;66-2725325;Shower Gel;141-651019331;PALM;6183;PALM FALL. GEL 500 ML LIM.AVOCADO *12*
5507;Meat-Chicken;62430241;Processed Meat;16-291013124;Sausage (Sucuk);33-2225325;Beef Sucuk;60-6527166112;NAMET;6184;NAMET DANA KANG. SAUSAGE 2X250 GR *6*
5508;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;6185;GULPAS SPR NOTEPAD 11*15 STRIPED
5509;Baby;262614;Baby Supplies;12-424424;Baby Diapers;22-318325;Standard Package;34-101659723;SLEEPY;6189;SLEEPY WET FLUFF. Y.DOGAN 3X40LI*12*
5510;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Other Plastic Household Items;73-65753197;SUN;6190;SUN SC-218 GARLIC CRUSH MUSL.
5511;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Plastic Snack Bowls;73-92973824;SUN;6191;SUN SC-500 STAR SQUARE BOWL
5512;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Strainer;73-101432438;SUN;6192;SUN SD-679 2X METAL STRAINER
5513;Cleaning;246161229;Household Items;15-2411716670;Plastic Household Items;86-6279920;Plastic;73-92239760;SUN;6193;SUN SF-843 STRAP DROP 4 PCS
5514;Cigarettes;22128121;Cigarettes;29-101297023;Cigarettes;82-221281;Local Cigarettes;171-99292975;TEKEL;6194;CIGARETTE MONOPOLY 2000 RED
5515;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;6198;TOY STRAWBERRY KT. TRIPLE MAKEUP SET
5516;Tea-Coffee-Sugar;31283014;Non-Carbonated Drink;13-702343101;Tea;27-312899;Herbal;40-4972924;PALMIYE;6203;PALM BASIL TEA 80 GR *10*
5517;Tea-Coffee-Sugar;31283014;Non-Carbonated Drink;13-702343101;Tea;27-312899;Herbal;40-4972924;PALMIYE;6204;PALM SAGE TEA 50 GR *10*
5518;Cosmetics;141829166;Personal Care;19-602910129;Skin Care;22-3121524;Oils;33-99702375;PALMIYE;6205;PALM LINSEED OIL
5519;Food;8125199;Ready Meal-Canned-Sauce;18-56234329;Tomato Paste;44-221153;Tomato;92-656197101;OLCA;6206;OLCA TOMATO PASTE 950 GR *12*
5520;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6207;LORIS KELLY ZENNELT1YZF.00972.00
5521;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6208;GEZER WOMEN'S ZENNE SLIPPERS 7655.03
5522;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6209;GEZER AIRBLOW ZENNEGT6YZM.08027.00
5523;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6210;GEZER 8044 EVA SLIPPERS ZENNE *12*
5524;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6211;TRAVELING ROLLER GT1YMM.08113.00
5525;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6212;GEZER 0791 ZILEY ZENNE GOLD *12*
5526;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6213;GEZER EVA ZENNEGT5YZE.07856.00
5527;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6214;GEZER 8184 GONDOLA ZENNE *12*
5528;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6215;GEZER 8208.00 GONDOLA ROLLER
5529;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6216;GEZER 1952.00 SLIPPERS BOOTIES MEN *6*
5530;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6217;GEZER 1959.00 SLIPPERS BOOTIES MEN
5531;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6218;GEZER 1961.00 SLIPPERS BOOTIES MEN
5532;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6219;GEZER 1969 BABY GIRL SLIPPERS *12*
5533;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6220;GEZER 1974.00 PANDUF BABY GIRL
5534;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6221;GEZER 1976.00 PANDUF BABY GIRL
5535;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6222;GEZER 8262.00 WINTER BOOTIES GONDOLA*6*
5536;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6223;GEZER 8267.00 GONDOLA FILET MEN
5537;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6224;GEZER 9652 ROLLER *12*
5538;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6225;GEZER 8416 EVA SLIPPER ROLLER *16*
5539;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6226;TRAVELING ROLLER 1 NEOKLASIK GT1YMM.08520.00
5540;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6227;TRAVELING BOOTIES GIRLS GIRLS CHIROKA GT1YPM.08530.00
5541;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6228;GEZER BABY GIRLS LINEN GA2YBM.02123.00
5542;Cosmetics;141829166;Makeup;22-61236099;Makeup Materials;67-1611428;Nail Polish;142-90242493;PASTEL;6229;PASTEL NAIL POLISH 227
5543;Meat-Chicken;62430241;Processed Meat;16-291013124;Sausage;33-22182212;Chicken Sausage;59-923138101;MARET;6233;MARET SAUSAGE REGION 9 PACK 430 GR
5544;Meat-Chicken;62430241;Processed Meat;16-291013124;Salami;33-221151;Chicken Salami;58-92382361;MARET;6234;MARET SALAMI 220 GR LOCAL CHICKEN CHUBBY *8*
5545;Food;8125199;Pastry-Sweets;18-1122731112;Bread;47-614166;Light/Form Bread;99-319790166;UNO;6237;UNO BREAD WHOLE WHEAT 470 GR
5546;Food;8125199;Pastry-Sweets;18-1122731112;Cookies-Breadsticks-Grissini;47-1425211;Breadstick-Grissini;100-709770101;UNO;6238;UNO CRISPY ANGLE 70 GR
5547;Food;8125199;Pastry-Sweets;18-1122731112;Bread;47-614166;Light/Form Bread;99-319790166;UNO;6239;UNO KITIRUNO WHOLE WHEAT 30 GR
5548;Food;8125199;Pastry-Sweets;18-1122731112;Cookies-Breadsticks-Grissini;47-1425211;Breadstick-Grissini;100-709770101;UNO;6240;UNO CRISPY STICK MULTIGRAIN 200 GR
5549;Food;8125199;Pastry-Sweets;18-1122731112;Cookies-Breadsticks-Grissini;47-1425211;Breadstick-Grissini;100-709770101;UNO;6241;UNO DENGE KITIRUNO 30 GR BUG.&CIYA TOH.
5550;Food;8125199;Soup-Bouillon;18-3890754;Soups;42-318212;Instant Soup;86-56759023;KNORR;6242;KNORR COR. SANCHEZ. CHICKEN 54 GR*144*
5551;Food;8125199;Soup-Bouillon;18-3890754;Soups;42-318212;Instant Soup;86-56759023;KNORR;6243;KNORR COR. LENTILS 76 GR*144*
5552;Food;8125199;Soup-Bouillon;18-3890754;Soups;42-318212;Instant Soup;86-56759023;KNORR;6244;KNORR COR. VEGETABLES 65 G *144*
5553;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Baking Paper;73-927516670;COOK;6246;COOK MULTI-PURPOSE ALMNY FOIL 10 M
5554;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Needs Bag;73-299916675;COOK;6247;COOK VEGETABLE AND FRUIT BAG 5 PIECES
5555;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Garbage Sacks;73-3897423;COOK;6248;COOK GARBAGE BAG 15 PCS MEDIUM 55X60 *50*
5556;Breakfast Products;14110271;Traditional;20-70243124;Halva-Tahini-Molasses;56-1061527;Halva;116-563123117;KOSKA;6249;KOSKA HALVA 1000 GR PLAIN PACKAGE *8*
5557;Breakfast Products;14110271;Traditional;20-70243124;Halva-Tahini-Molasses;56-1061527;Tahini;116-97562729;KOSKA;6250;KOSKA TAHINI 300 GR GLASS *12*
5558;Food;8125199;Pastry-Sweets;18-1122731112;Cake Ingredients;47-2011616;Cornet;101-60752497;KOSKA;6251;KOSKA ICE CREAM CORNET 104 GR *12*
5559;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Traditional Confectionery;81-228615;Turkish Delight;166-316061112;KOSKA;6252;KOSKA 500 GR ROSE FLAVORED TURKISH DELIGHT
5560;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6253;GEZER 7999.01 EVA PVC BABY *16*
5561;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6254;GEZER 8243.00 SHAVED BOOTIES GIRL
5562;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6255;GEZER 8303.00 GONDOLA ZENNE
5563;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6256;GEZER NEOCLASSICAL MEN'S 2 GT1YMM.08431.00
5564;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6257;TRAVELING FILLET GIRL FLAP FLOP GT5YFE.08496.01
5565;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6258;GEZER BABY GIRL GIRL CHIROCA GT1YBM.08528.00
5566;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6259;MOBILE FILLET GIRL FLAP FLOP GT5YFE.08537.00
5567;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6260;TRAVELING ROLLER FLAP FLOP GT5YME.08542.00
5568;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6261;GEZER 8621 EVA P. SLIPPER ROLLER *12*
5569;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6262;TRAVELING BOOTIES MEN'S FLIP FLOPS GT5YPE.08697.00
5570;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6263;TRAVELING MESH MEN'S FINGERBOARD GT6YFM.08855.00
5571;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6264;GEZER BABY GIRL GA2KBM.02284.00
5572;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6265;GEZER ZENNE GT1KZM.09039.00
5573;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6266;GEZER 9041.00 SHAVED ZENNE SLIPPERS*12*
5574;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6267;GEZER 9095.00 SHAVED FILET MEN*12*
5575;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6268;GEZER WAITER GA7KGE.02347.00
5576;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6269;GEZER ZENNE GA7KZE.02342.00
5577;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6270;GEZER 9604.00 COLLECTION ROLLER*6*
5578;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;6271;GEZER 9658.00 ZENNE(MARKET)*12*
5579;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Other Coffee Sets;73-65752324;ROYAL;22206;ROYAL WINDSOR CUP SET
5580;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Glass Coasters;73-38233131;ROYAL;22207;ROYAL JQHP-45 TEA PLATE 12PCS
5581;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;22225;RAYTING BOARD MARKER
5582;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;22228;KENKO KK82MS CALCULATOR WITH FUNCTION
5583;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;22229;CAMBAND
5584;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;22231;MICRO 2B24 SOFT ERASER
5585;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;22232;HIPPOPOTAMUS WITH BATTERY
5586;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;22233;WHITEBOARD MARKER (BLACK)
5587;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;22234;BLUE BALLPOINT PEN
5588;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;22236;FABER CASTELL POLYMATIC 0.5
5589;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;22237;MERVE FINE PEN
5590;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;22238;EVERYDAY FINELINER 12 PCS
5591;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;22240;2112 LOGON PLAY DOUGH 12 PIECES
5592;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;22241;MARLA B-08A ANIMAL FIGURE SCISSORS
5593;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;22243;PLUSH PANDA WITH MUSIC 37 CM
5594;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;22244;PIKALEMUN COUNTER PEN KC
5595;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;22245;PIKALEMUN MEMORY BOOK WITH BOX WITH LOCK
5596;Detergent;5624621;Laundry Washing;14-38236123;Powder Detergents;30-24182999;Normal;48-27752331;ARIEL;22247;ARIELMATIK CONS.6 KG MOUNTAIN BREEZE *1*
5597;Detergent;5624621;Laundry Washing;14-38236123;Powder Detergents;30-24182999;Normal;48-27752331;ARIEL;22248;ARIELMATIK CONS.1.5 KG. LAVA. SHOWER.*10*
